,Artist,Name,date,price,comments,repeat_sale
504,Lucian Freud,Bruce Bernard,06.20.2007 ,"15,607,602 ", ,0
505,Lucio Fontana,"Concetto spaziale, La fine di Dio",10.19.2008 ,"15,570,362 ", ,0
506,Pablo Picasso,Tête de femme,06.25.2008 ,"15,501,631 ",Dora Maar ,0
507,Norman Rockwell,Breaking Home Ties,11.29.2006 ,"15,416,000 ", ,0
508,Pablo Picasso,La cage d′oiseaux,11.10.1988 ,"15,400,000 ", ,0
509,Claude Monet,L′Embarcadère,02.03.2015 ,"15,399,760 ", ,1
510,Cy Twombly,Untitled,05.14.2013 ,"15,397,000 ",Bolsena ,0
511,Alberto Giacometti,Femme de Venise II,06.24.2014 ,"15,393,048 ", ,0
512,,Abstraktes Bild,11.14.2012 ,"15,314,500 ",779-2 ,0
513,Francis Bacon,Study for a Head,02.11.2015 ,"15,312,942 ", ,0
514,Auguste Rodin,"Le Penseur, Taille de la Porte dit Moyen modèle",05.07.2013 ,"15,285,000 ", ,0
515,Pierre-Auguste Renoir,L′ombrelle,02.06.2013 ,"15,216,022 ", ,0
516,Claude Monet,Effet de printemps à Giverny,05.05.2010 ,"15,202,500 ", ,0
517,Cy Twombly,Unititled,05.11.2011 ,"15,202,500 ", ,0
518,Andy Warhol,Green Disaster,11.13.2012 ,"15,202,500 ",Green Disaster Twice ,0
519,Domenico Zampieri (Il Domenichino),Saint John the Evangelist,12.08.2009 ,"15,195,602 ", ,0
520,Takashi Murakami,My Lonesome Cowboy,05.14.2008 ,"15,161,000 ", ,0
521,,Abstraktes Bild,05.14.2008 ,"15,161,000 ", ,0
522,Pablo Picasso,Tête d′arlequin,05.08.2007 ,"15,160,000 ", ,0
523,Amedeo Modigliani,Portrait de Jeanne Hébuterne,11.16.1998 ,"15,127,500 ", ,0
524,Andy Warhol,Mustard Race Riot,11.10.2004 ,"15,127,500 ", ,0
525,Henri Matisse,Nu au coussin bleu,05.04.2010 ,"15,090,500 ", ,0
526,Claude Monet,La Plage à Trouville,06.25.2008 ,"15,061,045 ", ,0
527,Francis Bacon,Version No. 2 of Lying Figure with Hypodermic Syringe,11.14.2006 ,"15,024,000 ", ,0
528,Robert Ryman,Untitled,11.11.2014 ,"15,005,000 ", ,1
529,Henri Matisse,Boléro violet,02.05.2014 ,"14,929,159 ", ,0
530,,"Abstraktes Bild, 710",11.12.2008 ,"14,866,500 ", ,0
531,Constantin Brancusi,Le premier cri,11.01.2011 ,"14,866,500 ", ,0
532,Joan Miró,Tête humaine,05.02.2012 ,"14,866,500 ", ,0
533,Henri Matisse,La pose hindoue,05.08.1995 ,"14,850,500 ", ,0
534,Edouard Manet,La promenande,11.15.1989 ,"14,850,000 ", ,0
535,Alberto Giacometti,Trois hommes qui marchent I,02.04.2014 ,"14,811,615 ", ,0
536,Li Keran,The long march,12.03.2010 ,"14,793,245 ", ,0
537,Sir Joshua Reynolds,"Portrait of Omai standing in a landscape, wearing robes and a headdress",11.29.2001 ,"14,749,038 ", ,0
538,Gustav Klimt,Litzlbergerkeller am Attersee,05.13.1997 ,"14,742,500 ", ,0
539,Fernand Léger,La tasse de thé,02.23.2009 ,"14,736,940 ", ,0
540,Willem de Kooning,September Morn,11.12.2013 ,"14,725,000 ", ,0
541,Willem de Kooning,Untitled III,11.12.2014 ,"14,725,000 ", ,0
542,Zao Wou-Ki,Abstraction,12.01.2013 ,"14,717,804 ", ,0
543,Henri Matisse,Odalisque grise et jaune,05.08.2007 ,"14,712,000 ", ,0
544,Pablo Picasso,Mousquetaire à la pipe,05.06.2009 ,"14,642,500 ", ,1
545,,Karmin,02.11.2015 ,"14,630,369 ",Carmine ,0
546,Pierre-Auguste Renoir,La Loge or l′Avant-Scène,02.05.2008 ,"14,612,261 ", ,1
547,Pablo Picasso,Tête de femme,02.05.2008 ,"14,612,261 ",La Lectrice ,0
548,Zeng Fanzhi,Hospital Triptych No. 3,11.23.2013 ,"14,605,770 ", ,0
549,Jean-Michel Basquiat,Museum Security,02.13.2013 ,"14,603,459 ",Broadway Meltdown ,0
550,Camille Pissarro,L′Hiver,11.06.2007 ,"14,601,000 ", ,1
551,Alberto Giacometti,La Place II,05.06.2008 ,"14,601,000 ", ,0
552,Alberto Giacometti,Portrait de Caroline,05.07.2008 ,"14,601,000 ", ,0
553,,Abstraktes Bild,05.13.2008 ,"14,601,000 ",625 ,1
554,,Overdrive,05.14.2008 ,"14,601,000 ", ,0
555,Fernand Léger,Contrastes de formes,11.27.1989 ,"14,600,250 ", ,0
556,Pablo Picasso,Les amants,05.08.2007 ,"14,600,000 ", ,1
557,Claude Monet,"Le Parlement, soleil couchant",05.10.2001 ,"14,580,750 ", ,1
558,Claude Monet,La Seine à Argenteuil,06.23.2014 ,"14,529,965 ", ,1
559,Henri de Toulouse-Lautrec,Danseuse assise aux bas roses,05.12.1997 ,"14,522,500 ", ,0
560,Pablo Picasso,Nu couché,11.10.1997 ,"14,522,500 ", ,0
561,Henri Matisse,Harmonie jaune,11.11.1992 ,"14,520,000 ", ,0
562,Piet Mondrian,"Composition with red, yellow and blue",06.19.2013 ,"14,517,826 ", ,1
563,Valentin Aleksandrovich Serov,Portrait of Maria Zetlin,11.24.2014 ,"14,513,192 ",1882-1976 ,0
564,Peter Doig,Country-rock,06.30.2014 ,"14,460,966 ",Wing-mirror ,0
565,Fu Baoshi,Composition of Dufu′s poem,06.03.2012 ,"14,440,886 ", ,0
566,,Zwei Liebespaare,02.06.2008 ,"14,382,715 ", ,0
567,Unkei,A wood sculpture of Dainichi Nyorai,03.18.2008 ,"14,377,000 ",Mahavairocana ,0
568,Fernand Léger,Les Usines,05.08.2007 ,"14,320,000 ", ,0
569,Gustave Caillebotte,"L′homme au balcon, boulevard Haussmann",05.08.2000 ,"14,306,000 ", ,0
570,Alberto Giacometti,Grande femme debout I,11.08.2000 ,"14,306,000 ", ,1
571,Mark Rothko,Yellow over purple,05.17.2000 ,"14,305,750 ", ,0
572,Claude Monet,"Meules, derniers rayons de soleil",06.26.2001 ,"14,304,790 ", ,0
573,Henri Matisse,La Mulatresse Fatma,05.11.1993 ,"14,302,500 ", ,0
574,Claude Monet,"Le Parlement, coucher de soleil",05.10.1989 ,"14,300,000 ", ,0
575,Qi Baishi,Flowers and birds,05.22.2011 ,"14,169,105 ", ,0
576,Donald Judd,Untitled,11.12.2013 ,"14,165,000 ",DSS 42 ,0
577,Christopher Wool,Untitled,11.12.2014 ,"14,165,000 ", ,1
578,Giorgio de Chirico,Il Ritornante,02.23.2009 ,"14,162,291 ", ,0
579,Claude Monet,Nymphéas avec reflets de hautes herbes,02.05.2013 ,"14,150,865 ", ,0
580,Piero Manzoni,Achrome,05.15.2013 ,"14,123,750 ", ,1
581,André Derain,Barques au port de collioure,11.04.2009 ,"14,082,500 ", ,0
582,Roy Lichtenstein,Ice cream soda,11.09.2010 ,"14,082,500 ", ,0
583,Francis Bacon,Figure in movement,11.09.2010 ,"14,082,500 ", ,0
584,,Abstraktes Bild,11.09.2011 ,"14,082,500 ", ,1
585,Willem de Kooning,Untitled I,05.08.2012 ,"14,082,500 ", ,0
586,Paul Signac,Cassis Cap Canaille,11.06.2007 ,"14,041,000 ", ,0
587,Clyfford Still,1946,05.13.2008 ,"14,041,000 ",PH-182 ,0
588,Henri Matisse,La serpentine - Femme à la stele - L′araignee,05.10.2000 ,"14,030,750 ", ,0
589,Edward Hopper,Chair Car,05.11.2005 ,"14,016,000 ", ,0
590,Claude Monet,Nymphéas,11.01.2005 ,"14,016,000 ", ,1
591,Frans Hals I,"Portrait of Willem van Heythuysen, seated on a chair and holding a hunting crop",07.09.2008 ,"14,007,842 ", ,1
592,Jin Shangyi,Tajik bride,11.16.2013 ,"13,967,305 ", ,0
593,El Greco (Domenikos Theotokopoulos),Saint Dominic in prayer,07.03.2013 ,"13,907,516 ", ,0
594,Wassily Kandinsky,Der bär,02.08.2012 ,"13,883,477 ",The bear ,0
595,Paul Signac,"La Corne d′Or, Constantinople",02.07.2012 ,"13,858,400 ", ,1
596,Alberto Giacometti,Homme traversant une place par un matin de soleil,02.05.2014 ,"13,833,261 ", ,0
597,Chaïm Soutine,Le boeuf écorché,02.06.2006 ,"13,829,075 ", ,0
598,Kees van Dongen,Jeune Arabe,11.04.2009 ,"13,802,500 ", ,0
599,Amedeo Modigliani,Jeanne Hébuterne au collier,05.05.2010 ,"13,802,500 ", ,0
600,Claude Monet,Le Givre à Giverny,02.05.2013 ,"13,798,715 ", ,0
601,Joan Miró,L′Oiseau au plumage déployé vole vers l′arbre argenté,02.04.2015 ,"13,794,001 ", ,1
602,Marc Chagall,Le grand cirque,05.08.2007 ,"13,760,000 ", ,0
603,Alberto Giacometti,Grande tête de Diego,05.08.2002 ,"13,759,500 ", ,0
604,Henri Matisse,La vis,11.03.1993 ,"13,752,500 ", ,0
605,Pierre-Auguste Renoir,Jeune fille au chapeau garni de fleurs des champs,05.09.1989 ,"13,750,000 ", ,0
606,Joan Miró,Peinture,11.07.2012 ,"13,746,500 ","Femme, Journal, Chien ",0
607,Pablo Picasso,Nu jaune,11.02.2005 ,"13,736,000 ", ,0
608,Sir Anthony van Dyck,Self portrait,12.09.2009 ,"13,719,733 ", ,0
609,Pablo Picasso,Le peintre et son modèle,06.19.2006 ,"13,698,880 ", ,0
610,Lodovico Carracci,Salmacis and Hermaphroditus,07.06.2006 ,"13,653,000 ", ,0
611,Sir Peter Paul Rubens,Portrait of a commander being dressed for battle,07.06.2010 ,"13,631,493 ", ,0
612,Zhou Zhimian,Flowers,12.04.2010 ,"13,616,510 ",+ 7 others; 8 works ,0
613,Pablo Picasso,Sylvette,05.07.2013 ,"13,605,000 ", ,0
614,Titian (Tiziano Vecelli),Venus and Adonis,12.13.1991 ,"13,553,180 ", ,0
615,Edgar Degas,Les blanchisseuses,11.30.1987 ,"13,538,462 ", ,0
616,Jean-Michel Basquiat,Untitled,11.12.2008 ,"13,522,500 ",Boxer ,0
617,Pablo Picasso,Le Viol,11.08.2012 ,"13,522,500 ", ,0
618,Richard Diebenkorn,Ocean Park # 48,11.14.2012 ,"13,522,500 ", ,0
619,Andy Warhol,Mao,11.15.2012 ,"13,522,500 ", ,0
620,Claude Monet,"Antibes, vue du Plateau Notre-Dame",06.23.2014 ,"13,481,718 ", ,1
621,Pierre-Auguste Renoir,Les deux soeurs,02.05.2007 ,"13,475,143 ", ,0
622,Pablo Picasso,Tête et main de femme,05.04.2005 ,"13,456,000 ", ,0
623,Pablo Picasso,Plant de tomates,11.08.2006 ,"13,456,000 ", ,0
624,Pablo Picasso,Femme assise,06.20.2012 ,"13,423,471 ", ,0
625,Pablo Picasso,Tête,02.03.2015 ,"13,376,368 ",maquette pour la sculpture en plein air du Chicago Civic Center ,0
626,Pablo Picasso,Mousquetaire et nu assis,06.18.2007 ,"13,322,958 ", ,0
627,Francis Bacon,Crouching nude,06.29.2011 ,"13,310,974 ", ,0
628,Vincent van Gogh,Parc de l′hôpital Saint-Paul,06.23.2010 ,"13,302,947 ", ,0
629,Qi Baishi,Ode to the morher country,12.03.2012 ,"13,286,904 ", ,0
630,Lucio Fontana,"Concetto spaziale, Attesa",02.06.2008 ,"13,279,459 ", ,0
631,Joan Miró,Femme rêvant de l�évasion,02.05.2013 ,"13,270,489 ", ,0
632,,Matrosen,11.09.2010 ,"13,242,500 ",Sailors ,0
633,Rembrandt Harmensz van Rijn,A man in a gorget and cap,07.03.2012 ,"13,234,192 ", ,0
634,Alberto Giacometti,La forêt,05.07.2002 ,"13,209,500 ", ,0
635,Willem de Kooning,Orestes,11.12.2002 ,"13,209,500 ", ,0
636,Claude Monet,Antibes vue de la salis,02.03.2015 ,"13,207,752 ", ,1
637,Vincent van Gogh,Jeune homme à la casquette,05.11.1995 ,"13,202,500 ", ,0
638,Claude Monet,Le jardin de l′artiste a Vetheuil,11.13.1996 ,"13,202,500 ", ,0
639,Claude Monet,Nymphéas,11.13.1996 ,"13,202,500 ", ,0
640,Pierre-Auguste Renoir,La Liseuse,05.07.2001 ,"13,202,500 ", ,1
641,,Abstraktes Bild,02.13.2013 ,"13,202,115 ", ,0
642,George Stubbs,Tygers at play,07.09.2014 ,"13,185,991 ", ,0
643,Willem de Kooning,Sail Cloth,05.11.2005 ,"13,120,000 ", ,0
644,Qian Long,An old cypress,12.04.2010 ,"13,112,195 ", ,0
645,Wu Zuoren,The yellow blooms on the battlefield smell sweeter,05.10.2013 ,"13,102,000 ", ,0
646,Joan Miró,Le coq,06.18.2007 ,"13,101,568 ", ,1
647,Pablo Picasso,Buste de femme,11.07.2012 ,"13,074,500 ", ,0
648,Andy Warhol,Mercedes-Benz W 196 R Grand Prix Car,11.12.2013 ,"13,045,000 ","Streamlined Version, 1954 ",0
649,Pablo Picasso,Deux femmes et enfant,05.06.2014 ,"13,045,000 ", ,0
650,Alberto Giacometti,La place,05.07.2014 ,"13,045,000 ", ,1
651,Claude Monet,L′entrée de Giverny en hiver,02.08.2012 ,"13,009,550 ", ,0
652,Marc Chagall,Les trois acrobates,05.08.2013 ,"13,003,750 ", ,0
653,Henri de Toulouse-Lautrec,"Fille a la fourrure, mademoiselle Jeanne Fontaine",05.15.1990 ,"12,980,000 ", ,0
654,,The Temple of Jupiter Panellenius Restored,01.29.2009 ,"12,962,500 ", ,0
655,,Zwei Kerzen,11.10.2010 ,"12,962,500 ",499-2 ,0
656,Fra Bartolommeo,The Madonna and Child,01.30.2013 ,"12,962,500 ", ,0
657,René Magritte,Le beau monde,02.05.2014 ,"12,920,013 ", ,0
658,Ernst Ludwig Kirchner,Dodo mit grossem Fächer,05.09.2007 ,"12,920,000 ", ,0
659,Pablo Picasso,"Tête de femme, Jacqueline",02.02.2010 ,"12,916,526 ", ,0
660,Henri Matisse,Figure décorative,11.07.2006 ,"12,896,000 ", ,1
661,Pablo Picasso,Femmes à la fontaine,11.08.2006 ,"12,896,000 ", ,0
662,Canaletto,"The Molo, Venice, from the Bacino di San Marco",07.02.2013 ,"12,876,435 ", ,0
663,,Abstraktes Bild,02.12.2013 ,"12,846,624 ", ,0
664,Jean-Michel Basquiat,Palm Springs Jump,02.06.2008 ,"12,838,157 ", ,0
665,Bernardo Bellotto,Rome: The Forum with the Temple of Castor and Pollux; and The Temple of Antoninus and Faustina in the Forum,12.07.2006 ,"12,814,831 ", ,0
666,Lucio Fontana,"Concetto spaziale, attese",02.10.2015 ,"12,768,454 ", ,0
667,Jean-Michel Basquiat,Irony of Negro Policeman,06.28.2012 ,"12,737,263 ", ,0
668,Alberto Giacometti,Femme de Venise IV,05.06.2014 ,"12,709,000 ", ,1
669,Constantin Brancusi,Prométhée,05.02.2012 ,"12,682,500 ", ,1
670,Paul Gauguin,Incantation,06.23.2003 ,"12,679,421 ", ,0
671,René Magritte,L′Empire des lumières,05.07.2002 ,"12,659,500 ", ,0
672,Rembrandt Harmensz van Rijn,Portrait of a bearded man in a red doublet,01.26.2001 ,"12,656,000 ", ,1
673,Joan Miró,Portrait de Mme K.,11.06.2001 ,"12,656,000 ", ,0
674,Henri Matisse,Figure decorative,05.10.2001 ,"12,655,750 ", ,0
675,Paul Cézanne,Les toits de l′Estaque,05.12.1997 ,"12,652,500 ", ,0
676,Paul Cézanne,Compotier et assiette de biscuits,11.06.2007 ,"12,641,000 ", ,0
677,Andy Warhol,Liz,05.10.2005 ,"12,616,000 ", ,0
678,Wassily Kandinsky,Schwarz und Violett,11.05.2013 ,"12,597,000 ", ,0
679,Joan Miró,Le serpent à coquelicots traînant sur un champ de violettes peuplé par des lézards en deuil,05.06.2014 ,"12,485,000 ", ,1
680,Thomas Moran,The Grand Canyon of the Colorado,05.22.2014 ,"12,485,000 ", ,1
681,Andy Warhol,Mao,02.12.2014 ,"12,466,895 ", ,1
682,Edgar Degas,La Sortie du bain,06.19.2006 ,"12,454,874 ", ,0
683,Amedeo Modigliani,Nu assis au collier,05.10.1995 ,"12,432,500 ", ,0
684,Yves Klein,Anthropométrie Le buffle,05.11.2010 ,"12,402,500 ","ANT 93"" ",0
685,Willem de Kooning,Untitled VI,05.10.2012 ,"12,402,500 ", ,1
686,Constantin Brancusi,Une muse,11.07.2012 ,"12,402,500 ", ,1
687,,Kegel,11.15.2012 ,"12,402,500 ",Cone ,0
688,Andy Warhol,Nine Jackies,11.15.2012 ,"12,402,500 ", ,1
689,Egon Schiele,Liebespaar,02.05.2013 ,"12,390,113 ",Selbstdarstellung mit Wally ,0
690,Henri Matisse,"Femme a L′Ombrelle rouge, assise de profil",10.18.1989 ,"12,375,000 ", ,0
691,Paul Gauguin,Nature morte aux fruits et piments,11.06.2007 ,"12,361,000 ", ,0
692,Andy Warhol,Self-Portrait,11.14.2007 ,"12,361,000 ",Green Camouflage ,0
693,Pablo Picasso,"Partition, Guitare, Compotier",05.06.2008 ,"12,361,000 ", ,1
694,Fernand Léger,Les maisons dans les arbres,02.06.2007 ,"12,346,792 ", ,0
695,Michelangelo (Buonarroti),The Risen Christ,07.04.2000 ,"12,320,348 ", ,0
696,Pierre-Auguste Renoir,Femmes dans un jardin,11.07.2007 ,"12,249,000 ", ,1
697,Edgar Degas,"Après le bain, femme s�essuyant",02.05.2013 ,"12,214,038 ", ,0
698,Mark Rothko,Untitled,05.14.2014 ,"12,205,000 ", ,1
699,Pablo Picasso,Femme au béret orange et au col de fourrure,11.05.2013 ,"12,149,000 ",Marie-Thérèse ,0
700,Zhang Xiaogang,Bloodline: Big family no. 3,04.05.2014 ,"12,144,809 ", ,1
701,Claude Monet,Champ de blé,11.08.2012 ,"12,122,500 ", ,0
702,Claude Monet,"La Cathédrale de Rouen, effet d′après-midi",06.26.1995 ,"12,107,656 ","le portail, plein soleil ",0
703,Pablo Picasso,Garçon à la collerette,11.07.1995 ,"12,102,500 ", ,0
704,Claude Monet,Le Grand Canal,05.13.1998 ,"12,102,500 ", ,1
705,Claude Monet,Le bassin aux nymphéas,11.11.1992 ,"12,100,000 ", ,0
706,Mark Rothko,Untitled,11.14.2007 ,"12,081,000 ", ,0
707,Willem de Kooning,Untitled IV,05.13.2008 ,"12,081,000 ", ,0
708,Nikolai Konstantinovich Roerich,Madonna Laboris,06.05.2013 ,"12,065,406 ", ,0
709,Attributed To Aqa Mirak,Faridun in the guise of a dragon tests his sons,04.06.2011 ,"12,039,635 ",folio from The Shahnameh of Shah Tahmasp ,0
710,Jean-Michel Basquiat,Untitled,11.12.2013 ,"12,037,000 ",Head of Madman ,0
711,Pablo Picasso,Mère et enfant,05.11.1995 ,"11,992,500 ", ,0
712,Claude Monet,Meule,05.11.1999 ,"11,992,500 ", ,0
713,Peter Doig,The Architect′s Home in the Ravine,02.13.2013 ,"11,975,939 ", ,1
714,,Wolke,02.12.2013 ,"11,965,128 ",Cloud ,1
715,Peter Doig,Road House,05.12.2014 ,"11,925,000 ", ,0
716,Joan Mitchell,Untitled,05.13.2014 ,"11,925,000 ", ,0
717,Amedeo Modigliani,Jeune fille au béret,02.06.2007 ,"11,907,236 ", ,0
718,Edgar Degas,Petite danseuse de quatorze ans,11.12.1996 ,"11,882,500 ", ,1
719,Auguste Rodin,Le Penseur. Taille de la Porte dit Moyen modèle,05.05.2010 ,"11,842,500 ", ,1
720,Roy Lichtenstein,Sailboats III,05.09.2012 ,"11,842,500 ", ,1
721,Pablo Picasso,La statuaire,11.10.1999 ,"11,827,500 ", ,0
722,Fernand Léger,"Etude pour les constructeurs, fond bleu",11.06.2007 ,"11,801,000 ", ,0
723,Pablo Picasso,Homme à la pipe,11.07.2007 ,"11,801,000 ", ,0
724,Jeff Koons,Diamond,11.13.2007 ,"11,801,000 ",Blue ,0
725,Jean-Michel Basquiat,Untitled,11.14.2007 ,"11,801,000 ",Electric Chair ,0
726,Jeff Koons,"New Hoover Convertibles, New Shelton Wet/Drys 5-Gallon, Double Decker",05.13.2008 ,"11,801,000 ", ,0
727,Paul Cézanne,Les grands arbres au Jas de Bouffan,05.04.2005 ,"11,776,000 ", ,1
728,Andy Warhol,Small Torn Campbell′s Soup Can,05.09.2006 ,"11,776,000 ",Pepper Pot ,0
729,Pablo Picasso,Nu accroupi,05.06.2004 ,"11,768,000 ", ,0
730,Vincent van Gogh,L′allée des Alyscamps,11.04.2003 ,"11,767,500 ", ,0
731,Wu Guanzhong,Former residence if Qiu Jin,12.03.2011 ,"11,754,068 ", ,0
732,Chaïm Soutine,Le valet de chambre,06.22.2010 ,"11,693,411 ", ,0
733,Georges Seurat,"étude pour une baignade, Asnières",02.03.2015 ,"11,690,208 ", ,0
734,Claude Monet,Nymphéas,05.06.2008 ,"11,689,000 ", ,0
735,Paul Signac,Arrière du Tub,05.09.2007 ,"11,688,000 ", ,0
736,Gustav Klimt,Dame mit facher,05.11.1994 ,"11,662,500 ", ,0
737,Jackson Pollock,"Number 12, 1949",05.11.2004 ,"11,655,500 ", ,1
738,Jan Brueghel the Elder,The Garden of Eden with the fall of man,07.09.2014 ,"11,651,322 ", ,0
739,Andy Warhol,Brigitte Bardot,11.11.2014 ,"11,645,000 ", ,0
740,Tang Yin,Landscape,06.03.2013 ,"11,622,978 ",+ colophon; smllr ,0
741,Zhang Daqian,Lady red whisk,05.10.2013 ,"11,604,628 ", ,0
742,,Abstraktes Bild,02.15.2011 ,"11,595,358 ", ,0
743,Domenico Gnoli,Black Hair,02.13.2014 ,"11,594,428 ", ,0
744,Ernst Ludwig Kirchner,Das boskett: Albertplatz in Dresden,02.08.2012 ,"11,591,003 ",The bosquet: Albertplatz in Dresden ,1
745,Pierre Bonnard,Terrasse à Vernon,02.09.2011 ,"11,590,311 ", ,0
746,Jeff Koons,Aqualung,05.12.2014 ,"11,589,000 ", ,0
747,Henri Matisse,L′artiste et le modèle nu,06.24.2014 ,"11,579,896 ", ,0
748,,Portrait d′Alfred et Elisabeth Dedreux,02.23.2009 ,"11,576,368 ", ,0
749,Paul Cézanne,Le château noir,11.19.1998 ,"11,552,500 ", ,0
750,Jackson Pollock,"Number 8, 1950",05.02.1989 ,"11,550,000 ", ,0
751,Vincent van Gogh,Carriere pres de Saint-Remy,11.15.1989 ,"11,550,000 ", ,0
752,Edgar Degas,Petite danseuse de quatorze ans,06.27.2000 ,"11,530,460 ", ,0
753,Pablo Picasso,Homme à lépée,06.24.2009 ,"11,524,964 ", ,0
